Time (s),USB Avg Current (mA),USB Avg Power (mW)
94.0740,548.56,2557.3867
94.0760,564.959,2629.3191
94.0780,585.246,2697.9839
94.0800,592.104,2729.5996
94.0820,566.139,2631.4138
94.0840,564.897,2629.0305
94.0860,564.437,2617.8589
94.0880,567.344,2635.8801
94.0900,543.963,2541.3953
94.0920,592.465,2745.4829
94.0940,567.058,2626.6125
94.0960,568.239,2642.3115
94.0980,566.897,2636.071
94.1000,565.505,2631.8601
94.1020,564.089,2613.9883
94.1040,579.991,2680.7188
94.1060,579.432,2686.2468
94.1080,544.982,2541.7961
94.1100,566.276,2624.1228
94.1120,567.369,2638.2659
94.1140,567.009,2636.5918
94.1160,566.251,2631.9343
94.1180,595.049,2749.1265
94.1200,567.854,2640.5212
94.1220,565.555,2632.0928
94.1240,540.944,2526.2085
94.1260,564.822,2618.5149
94.1280,567.841,2641.5964
94.1300,573.071,2652.1724
94.1320,587.657,2718.5012
94.1340,567.99,2630.9297
94.1360,569.021,2642.5334
94.1380,568.748,2643.5405
94.1400,546.112,2552.5273
94.1420,567.692,2632.9556
94.1440,599.496,2766.0742
94.1460,570.661,2652.4321
94.1480,569.034,2647.1462
94.1500,568.5,2637.8398
94.1520,604.13,2766.9153
94.1540,644.656,2947.3672
94.1560,645.177,2943.2974
94.1580,577.035,2675.1343
94.1600,569.146,2636.2842
94.1620,567.369,2638.2659
94.1640,568.91,2643.1558
94.1660,567.431,2639.6892
94.1680,568.264,2633.3352
94.1700,592.241,2730.2312
94.1720,568.885,2643.0398
94.1740,543.255,2540.2605
94.1760,569.17,2640.9487
94.1780,568.574,2634.7717
94.1800,568.065,2641.5022
94.1820,571.171,2649.0913
94.1840,596.229,2760.5403
94.1860,564.872,2624.3953
94.1880,566.822,2632.3215
94.1900,543.168,2527.9038
94.1920,566.114,2632.4302
94.1940,566.537,2630.9978
94.1960,595.719,2756.9873
94.1980,568.785,2631.1992
94.2000,568.164,2639.6899
94.2020,566.487,2622.835
94.2040,567.444,2636.3447
94.2060,546.982,2552.218
94.2080,591.172,2738.3086
94.2100,596.415,2750.6658
94.2120,568.587,2637.1064
94.2140,569.854,2646.4021
94.2160,572.935,2653.835
94.2180,569.593,2646.3291
94.2200,573.867,2662.7429
94.2220,591.334,2742.6069
94.2240,551.479,2557.7595
94.2260,571.32,2649.7822
94.2280,572.326,2656.7373
94.2300,572.972,2660.8818
94.2320,573.444,2661.927
94.2340,596.738,2759.3164
94.2360,580.165,2693.126
94.2380,568.748,2640.1282
94.2400,544.696,2535.0149
94.2420,567.692,2638.6323
94.2440,573.109,2659.2258
94.2460,571.432,2651.4443
94.2480,599.223,2767.2119
94.2500,567.791,2641.3638
94.2520,570.649,2653.5178
94.2540,576.103,2666.2046
94.2560,543.516,2541.481
94.2580,565.816,2632.176
94.2600,596.204,2756.8472
94.2620,569.419,2645.5208
94.2640,570.251,2648.2456
94.2660,567.344,2626.8027
94.2680,567.878,2633.8181
94.2700,568.487,2641.1904
94.2720,548.51,2554.9597
94.2740,596.564,2757.3191
94.2760,569.866,2637.3398
94.2780,568.114,2640.5938
94.2800,568.823,2632.5127
94.2820,567.978,2634.282
94.2840,567.27,2635.5364
94.2860,596.129,2760.0774
94.2880,551.119,2566.0103
94.2900,558.412,2589.9148
94.2920,567.655,2637.3252
94.2940,567.94,2638.6492
94.2960,594.788,2753.8687
94.2980,579.991,2667.9587
94.3000,588.949,2718.5886
94.3020,565.555,2625.3064
94.3040,568.003,2638.9419
94.3060,543.951,2530.46
94.3080,568.847,2638.3123
94.3100,573.444,2663.0737
94.3120,599.571,2772.4163
94.3140,568.437,2640.9583
94.3160,567.878,2629.2751
94.3180,569.63,2646.501
94.3200,568.636,2641.8828
94.3220,543.789,2540.5823
94.3240,595.98,2753.4275
94.3260,575.792,2677.4329
94.3280,567.568,2630.1099
94.3300,568.027,2637.9172
94.3320,566.388,2633.7043
94.3340,566.4,2634.8928
94.3360,569.717,2642.3474
94.3380,566.934,2626.0383
94.3400,567.767,2637.8455
94.3420,569.543,2635.845
94.3440,568.91,2644.2935
94.3460,569.307,2646.1389
94.3480,568.736,2645.76
94.3500,591.309,2725.9346
94.3520,572.786,2658.8728
94.3540,546.112,2536.144
94.3560,567.953,2633.0303
94.3580,568.487,2636.6428
94.3600,569.245,2642.4353
94.3620,573.096,2646.5574
94.3640,596.39,2748.165
94.3660,567.605,2635.9575
94.3680,567.94,2637.5134
94.3700,558.499,2603.7227
94.3720,557.753,2595.7822
94.3740,586.216,2708.3179
94.3760,599.546,2763.9072
94.3780,576.339,2674.2129
94.3800,571.382,2653.498
94.3820,569.841,2649.7607
94.3840,569.99,2639.0537
94.3860,573.829,2659.1233
94.3880,556.846,2584.8794
94.3900,593.682,2739.2488
94.3920,570.823,2649.7605
94.3940,574.202,2652.8132
94.3960,571.022,2652.968
94.3980,569.543,2646.0969
94.4000,568.959,2644.5212
94.4020,602.813,2771.7341
94.4040,548.224,2559.1099
94.4060,573.034,2657.7317
94.4080,569.978,2650.3979
94.4100,573.941,2653.9031
94.4120,570.462,2646.9436
94.4140,575.544,2661.3154
94.4160,590.887,2732.2617
94.4180,572.599,2649.988
94.4200,553.07,2575.094
94.4220,561.965,2608.6418
94.4240,569.046,2643.7878
94.4260,572.922,2650.3372
94.4280,598.801,2761.6704
94.4300,571.369,2653.4377
94.4320,568.425,2643.1763
94.4340,571.518,2644.9851
94.4360,569.295,2640.3901
94.4380,548.423,2556.748
94.4400,571.022,2646.1157
94.4420,599.061,2762.8691
94.4440,569.841,2638.364
94.4460,570.276,2649.5022
94.4480,568.674,2642.0593
94.4500,571.432,2651.4443
94.4520,568.736,2632.1101
94.4540,574.438,2658.4988
94.4560,570.798,2650.7859
94.4580,572.984,2659.792
94.4600,569.729,2640.124
94.4620,569.792,2638.137
94.4640,569.195,2644.48
94.4660,574.276,2661.1948
94.4680,597.695,2767.3279
94.4700,554.846,2577.8145
94.4720,560.014,2597.3447
94.4740,572.835,2655.6633
94.4760,569.22,2644.5959
94.4780,570.214,2650.3545
94.4800,595.098,2717.2175
94.4820,574.289,2662.4038
94.4840,568.251,2640.094
94.4860,572.96,2660.8264
94.4880,545.069,2542.2017
94.4900,572.102,2647.688
94.4920,572.326,2657.8818
94.4940,599.384,2770.3528
94.4960,569.879,2648.7976
94.4980,572.314,2646.3801
94.5000,567.381,2634.9172
94.5020,572.885,2659.3323
94.5040,545.914,2551.6018
94.5060,593.943,2738.0774
94.5080,577.159,2669.9375
94.5100,567.294,2637.9172
94.5120,567.854,2630.2998
94.5140,572.214,2659.6504
94.5160,566.499,2634.2205
94.5180,575.929,2668.855
94.5200,569.829,2644.0063
94.5220,569.99,2641.3335
94.5240,567.754,2640.0564
94.5260,568.264,2631.0623
94.5280,568.984,2643.4998
94.5300,569.382,2644.2102
94.5320,591.52,2736.3716
94.5340,569.941,2636.5469
94.5360,559.865,2611.2104
94.5380,547.653,2550.9678
94.5400,567.742,2640.0005
94.5420,568.388,2639.594
94.5440,591.744,2737.4077
94.5460,594.862,2747.0728
94.5480,567.096,2630.1914
94.5500,566.524,2633.2034
94.5520,568.04,2640.2498
94.5540,544.522,2534.2051
94.5560,574.711,2667.8086
94.5580,591.693,2728.8882
94.5600,570.262,2649.4373
94.5620,568.61,2631.5269
94.5640,570.883,2652.3223
94.5660,567.516,2637.8142
94.5680,568.697,2638.7542
94.5700,572.237,2656.3242
94.5720,568.995,2640.1367
94.5740,578.027,2677.4209
94.5760,567.926,2639.72
94.5780,568.51,2644.7085
94.5800,567.976,2634.2727
94.5820,569.044,2641.5024
94.5840,597.395,2763.5493
94.5860,544.781,2548.4856
94.5880,567.703,2638.6833
94.5900,569.069,2646.1707
94.5920,569.305,2639.2981
94.5940,569.38,2641.9231
94.5960,597.694,2763.7371
94.5980,568.423,2644.3037
94.6000,568.796,2634.6631
94.6020,546.321,2546.9485
94.6040,567.392,2623.6208
94.6060,568.038,2636.8325
94.6080,590.86,2728.5913
94.6100,595.755,2745.239
94.6120,568.46,2629.696
94.6140,566.647,2631.5085
94.6160,567.268,2630.989
94.6180,556.521,2597.8401
94.6200,558.36,2599.7241
94.6220,596.451,2746.0603
94.6240,580.921,2694.3118
94.6260,573.07,2662.4832
94.6280,574.859,2670.7949
94.6300,570.908,2643.3042
94.6320,572.697,2661.8955
94.6340,591.755,2724.4402
94.6360,555.329,2592.2759
94.6380,568.448,2642.1462
94.6400,573.517,2661.1189
94.6420,569.193,2638.7788
94.6440,574.436,2668.8296
94.6460,571.156,2654.7329
94.6480,590.575,2722.5508
94.6500,566.435,2630.5242
94.6520,541.575,2520.49
94.6540,565.504,2625.0698
94.6560,569.268,2642.5422
94.6580,566.174,2630.4443
94.6600,597.184,2751.8237
94.6620,571.939,2652.6533
94.6640,567.119,2633.7007
94.6660,565.851,2628.9438
94.6680,543.625,2527.8562
94.6700,565.156,2623.4543
94.6720,571.442,2650.3481
94.6740,601.632,2768.7107
94.6760,569.802,2634.7644
94.6780,565.951,2626.0125
94.6800,569.044,2634.6738
94.6820,569.33,2645.1072
94.6840,554.533,2586.342
94.6860,575.778,2664.7004
94.6880,571.479,2644.8047
94.6900,569.318,2646.1899
94.6920,571.802,2656.592
94.6940,569.79,2642.686
94.6960,568.709,2636.5349
94.6980,571.082,2653.2468
94.7000,597.097,2759.7825
94.7020,550.297,2561.082
94.7040,568.001,2634.3884
94.7060,569.889,2647.7041
94.7080,570.895,2652.3782
94.7100,570.56,2650.8218
94.7120,596.874,2756.3643
94.7140,570.572,2648.5955
94.7160,569.703,2636.5854
94.7180,545.551,2548.8145
94.7200,569.094,2645.1487
94.7220,571.305,2647.4272
94.7240,579.306,2679.8696
94.7260,598.7,2768.3889
94.7280,570.262,2650.5776
94.7300,569.703,2637.7249
94.7320,570.572,2648.5955
94.7340,549.999,2566.2954
94.7360,566.212,2631.7532
94.7380,593.805,2726.7524
94.7400,573.169,2658.3579
94.7420,570.374,2639.6909
94.7440,569.206,2644.531
94.7460,570.374,2648.8169
94.7480,567.74,2639.991
94.7500,578.573,2670.6931
94.7520,567.317,2626.6777
94.7540,572.771,2661.094
94.7560,569.877,2648.7883
94.7580,570.076,2646.293
94.7600,568.659,2632.8911
94.7620,571.753,2657.5078
94.7640,597.718,2765.0435
94.7660,570.312,2650.8101
94.7680,544.557,2534.3682
94.7700,571.094,2653.3027
94.7720,570.138,2648.8611
94.7740,581.008,2693.5532
94.7760,575.592,2655.7812
94.7780,594.091,2739.9478
94.7800,567.715,2638.7393
94.7820,568.398,2641.9138
94.7840,546.383,2547.2375
94.7860,571.281,2646.1736
94.7880,569.156,2646.5754
94.7900,598.017,2764.0349
94.7920,571.566,2654.3525
94.7940,572.063,2647.5073
94.7960,567.727,2639.9307
94.7980,568.05,2640.2961
94.8000,565.628,2636.9578
94.8020,552.372,2558.5872
94.8040,594.873,2744.7439
94.8060,567.703,2635.2773
94.8080,568.56,2634.707
94.8100,568.771,2644.7852
94.8120,566.957,2636.3499
94.8140,566.286,2635.4949
94.8160,593.705,2740.5425
94.8180,544.47,2542.6748
94.8200,566.063,2632.1929
94.8220,567.827,2641.5312
94.8240,570.138,2640.8792
94.8260,569.318,2640.4968
94.8280,581.232,2686.4543
94.8300,587.953,2717.5188
94.8320,567.442,2636.3354
94.8340,545.054,2538.8616
94.8360,566.535,2629.8555
94.8380,568.299,2631.2244
94.8400,568.771,2642.51
94.8420,590.811,2727.1836
94.8440,568.175,2639.741
94.8460,567.231,2626.2798
94.8480,568.684,2643.2432
94.8500,546.135,2536.251
94.8520,566.932,2629.4307
94.8540,586.972,2705.9409
94.8560,585.357,2711.3735
94.8580,569.218,2633.2024
94.8600,567.727,2630.8467
94.8620,566.075,2625.4558
94.8640,567.144,2632.6824
94.8660,562.758,2622.4521
94.8680,578.685,2678.1541
94.8700,573.181,2651.5354
94.8720,571.691,2657.2195
94.8740,586.425,2715.1477
94.8760,572.014,2657.5769
94.8780,573.032,2654.2842
94.8800,597.544,2764.2385
94.8820,576.784,2672.8169
94.8840,544.57,2544.231
94.8860,573.181,2661.8528
94.8880,568.249,2636.6753
94.8900,569.243,2636.7334
94.8920,571.604,2655.6721
94.8940,598.34,2760.7407
94.8960,565.317,2625.3323
94.8980,569.405,2642.0393
94.9000,541.911,2529.6406
94.9020,567.33,2623.334
94.9040,567.119,2631.4321
94.9060,590.761,2721.0452
94.9080,568.224,2638.8323
94.9100,568.883,2635.0659
94.9120,568.1,2642.801
94.9140,571.007,2654.0405
94.9160,546.21,2543.1541
94.9180,583.555,2697.1914
94.9200,591.68,2732.3782
94.9220,569.964,2650.3325
94.9240,572.374,2650.0918
94.9260,570.2,2650.2896
94.9280,567.019,2623.0298
94.9300,602.241,2767.8999
94.9320,570.622,2644.2622
94.9340,563.665,2618.7874
94.9360,568.324,2637.0232
94.9380,568.821,2630.2283
94.9400,570.746,2645.9785
94.9420,570.026,2641.5005
94.9440,590.351,2715.6145
94.9460,587.195,2723.4104
94.9480,569.666,2650.0862
94.9500,547.092,2556.0137
94.9520,573.492,2655.2681
94.9540,570.1,2644.1238
94.9560,572.598,2658.0002
94.9580,590.923,2721.7913
94.9600,569.827,2648.5559
94.9620,567.591,2639.2983
94.9640,568.373,2644.071
94.9660,543.364,2534.2498
94.9680,568.821,2634.7788
94.9700,596.066,2753.8247
94.9720,577.965,2682.9138
94.9740,569.877,2644.2292
94.9760,566.858,2632.4885
94.9780,565.417,2629.189
94.9800,566.435,2624.8596
94.9820,545.862,2542.6252
94.9840,590.624,2725.1392
94.9860,566.684,2632.814
94.9880,567.106,2633.6404
94.9900,568.411,2640.8374
94.9920,568.721,2643.415
94.9940,566.56,2623.1729
94.9960,591.096,2722.5881
94.9980,548.085,2558.4609
95.0000,566.473,2632.9666
95.0020,567.479,2636.5073
95.0040,572.225,2655.1238
95.0060,571.914,2657.1123
95.0080,583.294,2684.3191
95.0100,590.662,2721.7703
95.0120,571.305,2653.1404
95.0140,575.778,2679.6707
95.0160,550.57,2564.5552
95.0180,570.958,2643.5356
95.0200,573.765,2663.4172
95.0220,591.842,2726.0242
95.0240,574.175,2654.9851
95.0260,568.088,2639.3369
95.0280,571.392,2652.4019
95.0300,568.349,2643.9595
95.0320,544.992,2544.0227
95.0340,591.333,2726.0452
95.0360,601.247,2776.5586
95.0380,569.181,2644.415
95.0400,574.188,2666.5291
95.0420,568.585,2640.5088
95.0440,572.051,2646.3081
95.0460,568.485,2638.9075
95.0480,567.802,2639.1436
95.0500,568.808,2643.8193
95.0520,573.368,2663.8677
95.0540,566.909,2636.127
95.0560,571.767,2658.7168
95.0580,566.885,2633.7478
95.0600,590.862,2722.6919
95.0620,590.825,2740.2463
95.0640,545.566,2548.8843
95.0660,565.94,2632.7529
95.0680,571.195,2657.1992
95.0700,567.381,2633.7827
95.0720,573.394,2653.6672
95.0740,593.471,2738.2751
95.0760,571.022,2655.2522
95.0780,565.655,2629.1646
95.0800,566.748,2639.9121
95.0820,543.864,2538.7573
95.0840,572.239,2649.4668
95.0860,591.135,2731.0437
95.0880,598.776,2772.333
95.0900,567.058,2636.8196
95.0920,570.45,2652.5925
95.0940,565.667,2632.614
95.0960,567.121,2633.7097
95.0980,542.51,2525.9268
95.1000,590.986,2723.2634
95.1020,568.214,2642.1951
95.1040,570.462,2651.5071
95.1060,567.891,2639.5571
95.1080,570.475,2653.8496
95.1100,566.04,2634.3499
95.1120,591.185,2734.8218
95.1140,563.008,2624.7434
95.1160,568.686,2645.5271
95.1180,569.307,2642.7231
95.1200,570.214,2640.0908
95.1220,568.91,2639.7422
95.1240,572.053,2657.7581
95.1260,596.39,2757.7075
95.1280,567.655,2631.6489
95.1300,548.286,2556.1094
95.1320,559.903,2600.1897
95.1340,567.22,2631.9006
95.1360,568.338,2626.8584
95.1380,596.515,2749.9343
95.1400,576.513,2673.8672
95.1420,566.412,2629.2847
95.1440,569.804,2648.449
95.1460,570.86,2654.499
95.1480,548.386,2562.0593
95.1500,576.289,2676.2861
95.1520,596.813,2748.9207
95.1540,572.537,2649.7012
95.1560,571.605,2653.3904
95.1580,572.885,2662.7693
95.1600,567.468,2628.5117
95.1620,568.661,2639.7246
95.1640,567.009,2630.9216
95.1660,571.854,2657.9773
95.1680,568.947,2645.6038
95.1700,568.239,2640.0383
95.1720,570.537,2640.4451
95.1740,567.319,2634.6294
95.1760,577.084,2659.2029
95.1780,587.868,2700.6655
95.1800,542.994,2533.6101
95.1820,566.201,2629.4375
95.1840,566.102,2627.8455
95.1860,566.661,2629.3071
95.1880,566.499,2619.4915
95.1900,590.464,2730.3054
95.1920,568.189,2634.1245
95.1940,568.587,2638.2434
95.1960,548.026,2561.4734
95.1980,566.847,2634.7046
95.2000,568.835,2646.2205
95.2020,593.061,2737.5696
95.2040,598.241,2756.6946
95.2060,569.046,2642.6497
95.2080,566.835,2625.5798
95.2100,567.978,2629.7383
95.2120,563.046,2624.9207
95.2140,549.069,2554.2688
95.2160,598.13,2763.3606
95.2180,570.376,2637.4185
95.2200,570.773,2642.6792
95.2220,570.189,2647.9578
95.2240,568.748,2633.3032
95.2260,571.121,2647.7168
95.2280,596.415,2755.437
95.2300,557.964,2598.9963
95.2320,568.549,2642.6157
95.2340,573.059,2648.679
95.2360,568.885,2644.1775
95.2380,568.164,2639.6899
95.2400,570.935,2642.2871
95.2420,596.639,2746.926
95.2440,568.872,2644.1169
95.2460,548.759,2562.7043
95.2480,566.872,2637.0886
95.2500,573.742,2656.4255
95.2520,567.046,2636.7642
95.2540,590.601,2715.5835
95.2560,567.978,2630.8743
95.2580,567.034,2635.574
95.2600,566.636,2630.3245
95.2620,546.547,2553.4675
95.2640,565.841,2623.239
95.2660,571.432,2643.4443
95.2680,590.812,2724.825
95.2700,569.22,2634.3499
95.2720,575.059,2663.6733
95.2740,567.543,2637.9399
95.2760,569.034,2643.7319
95.2780,552.672,2580.9783
95.2800,585.284,2705.1829
95.2820,571.233,2652.8059
95.2840,570.935,2649.1384
95.2860,572.45,2652.7332
95.2880,570.202,2638.8948
95.2900,569.419,2637.5488
95.2920,592.638,2734.4316
95.2940,597.981,2763.8684
95.2960,547.566,2556.0381
95.2980,569.357,2638.4001
95.3000,569.021,2644.8096
95.3020,569.096,2636.0527
95.3040,570.214,2643.5122
95.3060,589.806,2728.4426
95.3080,568.052,2641.4419
95.3100,567.667,2640.7869
95.3120,542.994,2532.5242
95.3140,567.058,2634.5513
95.3160,568.152,2638.4978
95.3180,591.645,2725.1169
95.3200,571.755,2651.7998
95.3220,574.289,2666.998
95.3240,566.835,2633.5154
95.3260,568.487,2642.3274
95.3280,543.416,2537.7529
95.3300,569.009,2632.2354
95.3320,592.017,2728.0144
95.3340,567.804,2638.0173
95.3360,568.462,2642.2112
95.3380,567.294,2634.5134
95.3400,566.611,2623.4092
95.3420,567.245,2634.2859
95.3440,568.264,2625.3794
95.3460,568.164,2632.8718
95.3480,567.481,2636.5168
95.3500,568.264,2639.0178
95.3520,568.86,2642.9233
95.3540,567.369,2626.9187
95.3560,569.767,2641.4399
95.3580,596.341,2758.6733
95.3600,566.226,2636.3484
95.3620,544.274,2540.6711
95.3640,568.413,2630.6152
95.3660,567.046,2631.0935
95.3680,568.674,2638.6472
95.3700,588.365,2715.8928
95.3720,583.321,2696.1096
95.3740,568.86,2629.271
95.3760,570.425,2645.6311
95.3780,544.969,2540.6455
95.3800,569.68,2643.3152
95.3820,574.227,2654.0774
95.3840,598.987,2756.5383
95.3860,570.226,2644.7083
95.3880,570.326,2645.1719
95.3900,569.096,2636.0527
95.3920,569.879,2631.7014
95.3940,547.678,2552.1792
95.3960,591.943,2728.8572
95.3980,573.929,2661.8828
95.4000,570.897,2639.8276
95.4020,571.357,2641.9548
95.4040,570.413,2645.5757
95.4060,569.021,2640.2573
95.4080,571.804,2648.5962
95.4100,592.75,2726.6499
95.4120,547.367,2546.3513
95.4140,570.897,2647.8201
95.4160,570.5,2644.8381
95.4180,571.32,2647.4968
95.4200,570.984,2634.52
95.4220,595.869,2751.7231
95.4240,574.239,2659.875
95.4260,570.438,2645.6914
95.4280,545.665,2544.9814
95.4300,569.742,2634.4871
95.4320,571.295,2640.5256
95.4340,573.606,2659.2375
95.4360,592.937,2728.6963
95.4380,569.792,2644.9746
95.4400,569.245,2637.8811
95.4420,570.388,2636.3335
95.4440,548.883,2556.697
95.4460,570.525,2647.2361
95.4480,599.919,2770.426
95.4500,578.252,2680.7764
95.4520,572.239,2642.5999
95.4540,573.183,2663.0081
95.4560,574.736,2656.4299
95.4580,572.786,2654.2903
95.4600,559.989,2610.6689
95.4620,591.036,2734.1326
95.4640,575.755,2670.3518
95.4660,573.618,2654.7039
95.4680,577.544,2683.2693
95.4700,570.549,2649.6296
95.4720,576.674,2664.2339
95.4740,596.316,2757.3652
95.4760,569.133,2645.3301
95.4780,544.622,2545.5632
95.4800,573.879,2666.2419
95.4820,568.686,2635.2908
95.4840,569.295,2643.8059
95.4860,587.445,2708.1216
95.4880,594.017,2736.0425
95.4900,565.22,2626.012
95.4920,566.611,2632.4749
95.4940,541.143,2528.22
95.4960,567.034,2626.5015
95.4980,566.885,2624.6777
95.5000,596.042,2750.1377
95.5020,569.531,2635.7893
95.5040,569.046,2639.2354
95.5060,567.704,2639.8235
95.5080,568.326,2641.5791
95.5100,546.125,2552.5881
95.5120,591.359,2732.0786
95.5140,595.732,2748.7073
95.5160,570.077,2646.2976
95.5180,570.338,2639.5242
95.5200,569.22,2644.5959
95.5220,568.785,2642.575
95.5240,573.022,2662.26
95.5260,578.426,2682.74
95.5280,566.313,2625.427
95.5300,572.5,2652.9648
95.5320,570.202,2641.1758
95.5340,570.91,2652.4478
95.5360,569.456,2644.5537
95.5380,599.509,2775.7266
95.5400,574.301,2659.0139
95.5420,567.829,2639.269
95.5440,545.951,2549.5911
95.5460,569.506,2639.0906
95.5480,568.027,2641.3254
95.5500,576.177,2652.719
95.5520,588.986,2719.9375
95.5540,567.518,2637.8235
95.5560,566.114,2632.4302
95.5580,566.822,2634.5886
95.5600,543.913,2531.3711
95.5620,570.065,2648.522
95.5640,589.893,2719.4067
95.5660,569.282,2633.4983
95.5680,567.419,2633.9592
95.5700,568.177,2639.7502
95.5720,578.103,2680.0857
95.5740,567.928,2638.5933
95.5760,566.089,2628.9172
95.5780,593.968,2751.2598
95.5800,571.531,2648.4746
95.5820,572.525,2646.2107
95.5840,571.295,2653.094
95.5860,570.86,2651.0737
95.5880,571.444,2656.0715
95.5900,598.589,2757.1008
95.5920,545.591,2549.0012
95.5940,573.121,2663.8662
95.5960,569.32,2639.3677
95.5980,574.09,2655.7405
95.6000,569.257,2643.6296
95.6020,592.266,2731.5308
95.6040,579.32,2688.0447
95.6060,573.27,2659.9729
95.6080,545.578,2548.9404
95.6100,569.729,2650.3794
95.6120,567.481,2636.5168
95.6140,574.003,2656.4856
95.6160,590.775,2721.1096
95.6180,566.872,2635.9548
95.6200,566.313,2633.3555
95.6220,575.494,2674.896
95.6240,566.537,2637.7964
95.6260,547.703,2550.1052
95.6280,597.086,2756.1492
95.6300,577.32,2679.9197
95.6320,567.99,2640.0173
95.6340,567.481,2639.9216
95.6360,567.481,2638.7869
95.6380,569.792,2640.416
95.6400,645.339,2942.7458
95.6420,643.003,2934.6658
95.6440,566.226,2632.9509
95.6460,570.425,2653.6169
95.6480,566.798,2633.3433
95.6500,567.332,2627.8816
95.6520,564.04,2621.6577
95.6540,593.868,2750.7964
95.6560,571.432,2657.1589
95.6580,544.957,2548.2188
95.6600,563.021,2611.2915
95.6620,566.773,2627.5598
95.6640,564.238,2625.9634
95.6660,567.667,2638.5161
95.6680,587.011,2716.6868
95.6700,565.779,2620.6882
95.6720,572.264,2651.8711
95.6740,566.562,2636.7795
95.6760,541.056,2529.978
95.6780,568.015,2633.3176
95.6800,590.8,2721.2246
95.6820,574.587,2662.636
95.6840,563.89,2620.9607
95.6860,566.81,2635.6665
95.6880,563.145,2608.4878
95.6900,566.922,2628.2505
95.6920,541.478,2523.2876
95.6940,592.663,2741.6592
95.6960,564.723,2618.0559
95.6980,563.791,2609.2246
95.7000,564.027,2620.4692
95.7020,566.015,2621.7815
95.7040,562.71,2615.4761
95.7060,588.017,2702.5264
95.7080,554.337,2577.667
95.7100,564.884,2623.3213
95.7120,563.493,2616.8613
95.7140,563.89,2619.833
95.7160,564.984,2612.4861
95.7180,568.524,2634.54
95.7200,592.291,2739.9382
95.7220,565.182,2620.1838
95.7240,561.803,2615.7546
95.7260,542.249,2520.3733
95.7280,564.574,2621.8816
95.7300,564.089,2619.6294
95.7320,586.365,2705.488
95.7340,584.725,2704.9377
95.7360,565.617,2618.8069
95.7380,567.307,2635.7083
95.7400,566.052,2626.4812
95.7420,542.944,2536.6343
95.7440,567.282,2625.3809
95.7460,595.968,2747.4126
95.7480,566.537,2632.1309
95.7500,568.785,2639.1621
95.7520,565.779,2627.4778
95.7540,567.034,2624.2332
95.7560,565.729,2623.8511
95.7580,565.481,2624.9629
95.7600,587.135,2721.958
95.7620,566.388,2629.1731
95.7640,570.338,2649.7903
95.7660,570.91,2653.5894
95.7680,568.065,2631.2771
95.7700,571.282,2648.4634
95.7720,593.52,2745.6235
95.7740,554.846,2588.9114
95.7760,557.057,2592.5432
95.7780,569.046,2641.5117
95.7800,569.903,2648.9092
95.7820,571.717,2647.0498
95.7840,594.539,2738.4465
95.7860,572.972,2660.8818
95.7880,567.816,2638.073
95.7900,569.357,2645.2327
95.7920,546.46,2549.7825
95.7940,570.711,2651.5232
95.7960,573.121,2658.135
95.7980,592.527,2735.1047
95.8000,570.015,2650.5698
95.8020,569.928,2644.4658
95.8040,567.394,2630.4385
95.8060,568.736,2644.6226
95.8080,544.746,2545.0532
95.8100,588.054,2713.2812
95.8120,568.251,2638.9575
95.8140,567.767,2638.981
95.8160,568.537,2631.189
95.8180,567.021,2634.3794
95.8200,565.928,2629.3013
95.8220,591.955,2740.7517
95.8240,559.443,2609.2422
95.8260,566.549,2633.3196
95.8280,568.661,2641.999
95.8300,568.288,2630.0369
95.8320,568.114,2636.0488
95.8340,570.264,2648.3059
95.8360,595.844,2756.3743
95.8380,568.462,2639.9375
95.8400,548.858,2562.0691
95.8420,570.599,2652.144
95.8440,572.239,2648.322
95.8460,571.717,2648.1931
95.8480,601.695,2778.6274
95.8500,579.209,2687.5295
95.8520,570.959,2652.6753
95.8540,570.848,2647.593
95.8560,550.423,2570.4753
95.8580,562.139,2613.9463
95.8600,576.488,2664.5276
95.8620,595.844,2746.8408
95.8640,575.034,2669.3079
95.8660,569.046,2643.7878
95.8680,572.885,2660.478
95.8700,566.015,2631.97
95.8720,581.321,2698.4922
95.8740,570.09,2642.9375
95.8760,573.568,2655.6199
95.8780,568.027,2636.7812
95.8800,571.705,2656.1414
95.8820,567.108,2637.052
95.8840,570.897,2654.6709
95.8860,581.78,2687.8237
95.8880,590.874,2728.6562
95.8900,543.255,2533.7415
95.8920,568.562,2633.5791
95.8940,568.872,2642.9792
95.8960,569.394,2645.4043
95.8980,569.021,2644.8096
95.9000,597.757,2765.2239
95.9020,567.083,2633.5334
95.9040,567.121,2634.844
95.9060,543.802,2534.1172
95.9080,567.083,2623.3259
95.9100,567.804,2631.2036
95.9120,592.738,2742.0059
95.9140,596.366,2755.2109
95.9160,566.81,2632.2656
95.9180,571.432,2654.873
95.9200,571.717,2657.3403
95.9220,551.641,2577.2666
95.9240,571.779,2647.3369
95.9260,602.776,2778.7974
95.9280,572.512,2661.0356
95.9300,573.457,2663.1343
95.9320,572.612,2661.5005
95.9340,571.916,2651.4028
95.9360,569.792,2640.416
95.9380,590.452,2730.2502
95.9400,571.419,2662.8125
95.9420,573.978,2665.554
95.9440,572.314,2649.814
95.9460,572.525,2655.3711
95.9480,571.866,2658.0332
